area,filename,x1,y1,x2,y2,class_name,score
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d053931_cropped.JPG,213,447,286,507,residence,0.9997908
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d053931_cropped.JPG,265,223,431,389,building,0.9996763
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d053931_cropped.JPG,0,345,240,512,building,0.966707
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d053931_cropped.JPG,41,192,173,325,building,0.9365001
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d053931_cropped.JPG,0,4,423,271,building,0.7948638
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d053931_cropped.JPG,197,210,491,500,building,0.60948205
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d053931_cropped.JPG,391,367,512,511,residence,0.5057341
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,178,217,254,287,residence,1.0
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,0,16,242,245,building,0.99999976
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,0,279,259,506,building,0.9999992
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,180,278,512,490,building,0.99998367
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,402,65,512,238,building,0.99962986
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,74,321,440,509,building,0.9906843
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,282,2,477,142,building,0.9828622
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,296,4,454,136,residence,0.97336465
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,319,17,509,198,building,0.93554103
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d053931_cropped.JPG,0,0,397,283,building,0.53864115
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d053931_cropped.JPG,93,5,359,194,building,0.9999999
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d053931_cropped.JPG,0,440,74,509,building,0.9998722
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d053931_cropped.JPG,10,306,142,441,residence,0.9997313
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d053931_cropped.JPG,179,39,512,362,building,0.98818624
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d053931_cropped.JPG,64,1,479,270,building,0.97442925
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d053931_cropped.JPG,0,440,75,510,residence,0.62617934
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d053931_cropped.JPG,0,124,55,224,residence,0.56169313
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,181,146,430,399,building,0.9991209
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,49,9,512,276,building,0.9968357
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,279,450,382,511,residence,0.97813797
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,156,48,457,330,building,0.93758595
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,242,475,312,512,building,0.6585424
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,194,198,487,500,building,0.6049325
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,108,87,486,446,building,0.6022576
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d053931_cropped.JPG,275,452,376,509,building,0.5198903
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d053931_cropped.JPG,376,213,512,337,building,0.9999643
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d053931_cropped.JPG,0,298,203,500,building,0.9858701
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d053931_cropped.JPG,195,225,512,512,building,0.8809389
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d053931_cropped.JPG,72,25,480,385,building,0.9985645
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d053931_cropped.JPG,256,8,496,204,building,0.9925889
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d053931_cropped.JPG,151,41,254,144,residence,0.9801432
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d053931_cropped.JPG,441,198,511,316,residence,0.8931439
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d053931_cropped.JPG,16,148,404,509,building,0.8393054
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d053931_cropped.JPG,282,10,512,210,building,0.9999959
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d053931_cropped.JPG,341,231,512,441,building,0.9999389
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d053931_cropped.JPG,95,265,364,510,building,0.9997494
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d053931_cropped.JPG,0,396,126,512,building,0.9996323
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d053931_cropped.JPG,7,63,196,393,building,0.9983674
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d053931_cropped.JPG,179,0,512,299,building,0.7726894
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d053931_cropped.JPG,239,2,466,142,building,0.77210826
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d055119_cropped.JPG,165,291,386,483,building,0.99893296
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d055119_cropped.JPG,341,9,455,130,building,0.8180726
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d055119_cropped.JPG,268,450,392,509,residence,0.5495987
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,6,171,188,378,building,0.9932128
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,0,217,204,467,building,0.97042584
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,257,395,433,512,building,0.9547875
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,11,330,321,512,building,0.9006499
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,0,162,107,281,building,0.6306757
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,5,139,134,336,building,0.6282623
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,146,1,376,132,building,0.59235907
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d055119_cropped.JPG,123,356,366,506,building,0.5844363
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d055119_cropped.JPG,160,0,450,225,building,0.99939525
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d055119_cropped.JPG,0,0,197,130,building,0.98882985
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d055119_cropped.JPG,17,6,425,356,building,0.9633255
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d055119_cropped.JPG,59,60,316,304,building,0.7202897
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d055119_cropped.JPG,158,45,512,341,building,0.70582867
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580499_lon121d055119_cropped.JPG,0,112,291,430,building,0.500808
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d055119_cropped.JPG,158,13,250,93,residence,0.9997544
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d055119_cropped.JPG,105,67,205,166,residence,0.99911594
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d055119_cropped.JPG,410,195,507,280,building,0.9910897
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d055119_cropped.JPG,3,2,209,137,building,0.98107594
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d055119_cropped.JPG,2,1,176,114,residence,0.8345946
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d055119_cropped.JPG,5,161,202,363,building,0.7762331
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,284,141,512,403,building,0.99999744
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,170,94,512,453,building,0.99866104
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,0,146,239,392,building,0.99834263
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,285,259,512,507,building,0.99745715
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,20,20,512,384,building,0.98951393
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,420,67,511,157,residence,0.986936
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,199,111,367,272,building,0.65825456
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d055119_cropped.JPG,6,202,299,486,building,0.58167636
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d055119_cropped.JPG,1,278,165,436,building,0.9991292
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d055119_cropped.JPG,228,369,456,512,building,0.87960243
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d055119_cropped.JPG,0,299,157,431,residence,0.8059369
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d055119_cropped.JPG,372,1,512,101,building,0.78482354
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d055119_cropped.JPG,137,0,512,250,building,0.55545074
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,43,25,321,263,building,0.99999905
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,0,277,217,477,building,0.9999945
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,265,339,495,512,building,0.9999293
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,398,224,512,381,residence,0.99933314
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,14,13,413,347,building,0.99207836
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,398,224,512,381,building,0.98602057
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,0,136,296,439,building,0.7416829
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,1,233,360,496,building,0.6869586
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d055119_cropped.JPG,3,180,147,296,residence,0.53945583
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,169,0,405,181,building,0.9999994
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,50,228,312,468,building,0.99999845
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,70,183,185,284,residence,0.999541
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,310,87,512,346,building,0.9985534
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,0,265,110,373,residence,0.9178295
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,440,4,512,89,residence,0.91066456
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,15,148,395,486,building,0.9105177
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d055119_cropped.JPG,91,0,507,282,building,0.6597934
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,461,280,512,352,residence,0.9999947
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,78,4,325,191,building,0.999578
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,147,7,512,379,building,0.9986582
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,0,177,83,283,residence,0.9944886
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,201,186,509,510,building,0.9597889
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,448,243,502,296,residence,0.95495427
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,274,18,512,260,building,0.9468292
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,453,255,504,335,residence,0.93049645
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d055119_cropped.JPG,213,184,412,348,building,0.9131563
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,20,1,92,66,residence,0.999996
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,5,209,81,346,residence,0.99995613
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,0,53,150,208,building,0.99963105
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,0,63,131,208,residence,0.99955606
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,380,187,500,487,building,0.994857
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,288,1,368,81,residence,0.9804957
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,476,181,512,221,residence,0.8250195
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d586283_lon121d056307_cropped.JPG,82,0,153,74,residence,0.73913586
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d585126_lon121d056307_cropped.JPG,279,31,382,208,building,0.99982476
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d585126_lon121d056307_cropped.JPG,404,448,512,508,building,0.88792074
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d585126_lon121d056307_cropped.JPG,190,208,408,464,building,0.8386284
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d585126_lon121d056307_cropped.JPG,294,206,375,266,residence,0.83590186
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d585126_lon121d056307_cropped.JPG,375,17,506,287,building,0.576416
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d583969_lon121d056307_cropped.JPG,85,141,441,369,building,0.99998736
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d583969_lon121d056307_cropped.JPG,16,248,292,508,building,0.9995407
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d583969_lon121d056307_cropped.JPG,44,195,340,441,building,0.9934375
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d056307_cropped.JPG,38,0,255,200,building,0.9998276
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d056307_cropped.JPG,185,88,410,278,building,0.99541646
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d056307_cropped.JPG,265,0,397,113,building,0.99268067
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d056307_cropped.JPG,119,379,273,506,building,0.99193764
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d056307_cropped.JPG,351,340,512,511,building,0.98290956
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d056307_cropped.JPG,460,0,511,46,residence,0.7056192
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d582812_lon121d056307_cropped.JPG,64,45,383,246,building,0.6535888
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d056307_cropped.JPG,228,111,380,302,building,0.99999326
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d056307_cropped.JPG,380,130,462,264,building,0.9972036
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d056307_cropped.JPG,163,125,383,372,building,0.9911925
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d056307_cropped.JPG,405,445,503,502,residence,0.9637462
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d056307_cropped.JPG,166,0,320,94,building,0.91310376
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d056307_cropped.JPG,461,274,512,307,residence,0.7491761
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d581655_lon121d056307_cropped.JPG,259,474,351,510,building,0.5656869
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580498_lon121d056307_cropped.JPG,292,12,423,174,building,0.9999982
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580498_lon121d056307_cropped.JPG,341,230,480,358,building,0.99996513
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580498_lon121d056307_cropped.JPG,4,0,139,126,building,0.98271
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580498_lon121d056307_cropped.JPG,445,474,511,512,building,0.92163736
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580498_lon121d056307_cropped.JPG,0,0,170,204,building,0.7698134
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580498_lon121d056307_cropped.JPG,317,57,463,205,building,0.6462206
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d580498_lon121d056307_cropped.JPG,32,364,266,489,building,0.6363817
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d056307_cropped.JPG,95,394,220,508,building,0.9999911
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d056307_cropped.JPG,147,103,304,237,building,0.9993589
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d056307_cropped.JPG,0,262,89,368,building,0.997826
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d056307_cropped.JPG,106,54,438,363,building,0.80308545
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d579342_lon121d056307_cropped.JPG,203,124,363,262,building,0.67528445
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d056307_cropped.JPG,0,222,244,478,building,1.0
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d056307_cropped.JPG,333,283,410,347,residence,0.99999964
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d056307_cropped.JPG,0,303,198,512,building,0.99943566
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d056307_cropped.JPG,0,171,307,398,building,0.99119467
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d578185_lon121d056307_cropped.JPG,0,43,401,372,building,0.9263795
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d056307_cropped.JPG,23,69,267,309,building,0.984566
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d056307_cropped.JPG,229,0,360,111,residence,0.8825191
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d577028_lon121d056307_cropped.JPG,0,286,69,369,residence,0.8128791
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d056307_cropped.JPG,113,226,363,481,building,1.0
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d056307_cropped.JPG,0,75,201,315,building,0.9999961
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d056307_cropped.JPG,307,8,512,208,building,0.9957551
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d056307_cropped.JPG,0,285,101,426,residence,0.9096994
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d056307_cropped.JPG,456,229,512,313,building,0.800295
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d575871_lon121d056307_cropped.JPG,12,128,392,448,building,0.6380253
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,291,320,510,511,building,0.9999994
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,276,15,512,269,building,0.99999505
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,55,272,308,508,building,0.9999778
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,0,145,136,333,building,0.9746635
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,379,135,512,280,residence,0.9700508
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,114,205,376,471,building,0.96121323
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,11,0,191,140,building,0.95719063
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,222,0,506,168,building,0.856892
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,76,113,454,461,building,0.71179616
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,159,15,512,366,building,0.70626295
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d574714_lon121d056307_cropped.JPG,337,107,512,286,building,0.60426974
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d056307_cropped.JPG,310,11,512,213,building,0.9999996
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d056307_cropped.JPG,26,133,267,387,building,0.99920785
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d056307_cropped.JPG,0,176,134,326,residence,0.93695545
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d056307_cropped.JPG,285,419,403,512,residence,0.92962384
ortigas_cbd,/content/satellite_images_cropped/zm128m_lat14d573557_lon121d056307_cropped.JPG,52,244,198,380,residence,0.9288839
