area,filename,x1,y1,x2,y2,class_name,score
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d549789_lon121d027658_cropped.JPG,218,307,468,473,building,0.5873781
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d549789_lon121d027658_cropped.JPG,185,228,512,512,building,0.5683172
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,225,186,302,254,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,393,421,490,502,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,245,254,334,338,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,346,154,438,263,residence,0.9999998
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,425,282,506,368,residence,0.99999875
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,290,147,357,228,residence,0.9999062
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,254,0,384,64,building,0.9998045
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,343,268,424,337,residence,0.99938923
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,286,436,394,508,residence,0.9989619
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,396,0,503,82,building,0.98878944
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,259,144,341,235,residence,0.86492515
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d015781_cropped.JPG,442,156,511,268,building,0.79618484
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,245,204,339,308,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,216,457,306,512,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,397,318,479,402,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,320,320,402,405,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,186,0,292,108,building,0.99999994
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,109,446,212,509,residence,0.9999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,93,285,168,381,residence,0.9999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,405,214,490,320,residence,0.999993
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,167,292,239,388,residence,0.9999925
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,2,2,102,88,building,0.9999907
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,182,204,247,285,residence,0.9999879
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,324,0,455,119,building,0.9999639
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,247,321,314,384,residence,0.9999554
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,117,177,190,279,building,0.99979246
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,94,6,183,87,building,0.9997302
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,382,474,465,512,residence,0.9930905
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,63,174,109,280,building,0.9906547
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,95,6,183,85,residence,0.98956937
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,183,205,248,284,building,0.9890468
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,351,320,433,403,residence,0.9602015
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,14,270,91,334,residence,0.7175111999999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,476,324,512,395,residence,0.68565035
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,278,209,380,305,building,0.6800761
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d016969_cropped.JPG,110,447,212,508,building,0.5718926999999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,338,50,449,177,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,371,254,469,369,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,0,327,61,402,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,134,345,216,443,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,51,331,141,430,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,145,243,226,344,building,0.9999993
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,366,368,446,455,residence,0.9999989
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,438,370,508,454,residence,0.9999976
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,67,237,148,335,building,0.9999901
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,3,230,69,322,building,0.9998443
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,227,269,313,351,building,0.9997412
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,262,4,343,68,building,0.99795
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,0,14,73,133,building,0.9911993
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,447,261,507,368,building,0.9865819
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,93,30,226,155,building,0.9780723
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,147,247,226,343,residence,0.96017396
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,409,258,496,372,building,0.954111
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,58,445,129,504,residence,0.8708216999999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d018157_cropped.JPG,207,348,292,437,residence,0.6572357
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,194,293,352,409,building,0.9999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,185,395,272,483,residence,0.9999993
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,420,314,506,433,building,0.99999905
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,406,420,483,505,residence,0.9999959
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,35,269,135,386,building,0.99994206
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,268,405,341,490,residence,0.99993575
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,63,18,155,191,building,0.9998238000000002
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,272,0,403,180,building,0.9982481
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,444,148,506,227,building,0.99541473
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,345,437,396,491,residence,0.9087412
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d019344_cropped.JPG,272,438,334,505,residence,0.79167837
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,74,449,157,511,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,236,348,318,454,residence,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,8,438,74,510,residence,0.9999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,23,123,198,238,building,0.99999917
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,152,463,233,510,residence,0.9999989
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,307,462,387,511,residence,0.99999857
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,158,339,245,449,building,0.9999975
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,7,321,91,440,residence,0.9999969
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,84,329,167,446,building,0.999995
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,266,25,414,238,building,0.99998146
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,317,387,395,462,residence,0.99995995
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,390,363,475,454,building,0.99868447
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,227,456,313,511,residence,0.9981611
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,463,380,509,475,building,0.9921162
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,393,363,472,451,residence,0.92922723
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,96,455,192,509,residence,0.75946605
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d020532_cropped.JPG,227,456,313,511,building,0.662608
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d02172_cropped.JPG,278,402,376,512,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d02172_cropped.JPG,0,374,138,492,building,0.99999976
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d02172_cropped.JPG,237,196,421,306,building,0.99818873
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d02172_cropped.JPG,121,409,290,507,residence,0.92193484
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d02172_cropped.JPG,49,181,370,303,building,0.90077853
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d022907_cropped.JPG,260,44,440,419,building,0.99971724
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d022907_cropped.JPG,446,403,512,512,building,0.99780977
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d022907_cropped.JPG,360,29,494,194,building,0.9644273
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d022907_cropped.JPG,299,46,479,298,building,0.95973694
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d024095_cropped.JPG,286,234,403,383,building,0.9999207
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d024095_cropped.JPG,293,4,504,137,building,0.99980813
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d024095_cropped.JPG,280,442,399,511,building,0.9880059
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d024095_cropped.JPG,74,370,279,498,building,0.8008494
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d024095_cropped.JPG,280,442,399,511,residence,0.54977846
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,285,65,394,191,building,0.99983996
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,0,42,212,317,building,0.99958515
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,414,15,511,136,building,0.99942183
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,96,346,369,501,building,0.99394476
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,80,312,246,432,building,0.99068356
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,387,415,508,506,residence,0.9696413
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,249,203,512,435,building,0.92601395
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,235,28,394,173,building,0.8844556999999998
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,120,219,486,512,building,0.85368216
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d025283_cropped.JPG,195,16,376,126,building,0.6437466
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d026471_cropped.JPG,130,342,316,500,building,0.9998876
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d026471_cropped.JPG,142,74,246,166,building,0.9977968
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d026471_cropped.JPG,330,447,461,511,building,0.994894
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d026471_cropped.JPG,2,289,72,396,building,0.9052613000000002
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d026471_cropped.JPG,132,128,338,327,building,0.8106135
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d026471_cropped.JPG,64,314,175,409,building,0.71060145
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550946_lon121d027658_cropped.JPG,7,53,288,301,building,0.5833925999999999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,251,237,360,382,building,0.9999996
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,264,84,368,246,building,0.9999864
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,359,115,486,269,building,0.9999857
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,362,262,506,342,residence,0.99988127
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,332,395,487,512,building,0.9990362
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,0,372,153,512,building,0.99092156
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,319,401,487,512,residence,0.9162575
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,362,93,472,209,building,0.83471847
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,253,237,359,376,residence,0.70334005
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,0,307,197,482,building,0.6660348
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,0,399,137,512,residence,0.63437897
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,173,234,260,312,residence,0.62609446
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d550947_lon121d014594_cropped.JPG,3,316,164,406,building,0.5944663
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d014594_cropped.JPG,26,303,235,401,building,0.99999225
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d014594_cropped.JPG,273,242,411,479,building,0.9999149
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d014594_cropped.JPG,387,208,512,489,building,0.9232768
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d014594_cropped.JPG,127,114,206,204,building,0.90588665
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d014594_cropped.JPG,0,14,411,259,building,0.6368109000000001
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,292,242,411,357,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,147,304,267,449,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,114,142,225,232,building,0.99999
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,126,230,222,312,building,0.999988
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,128,232,220,313,residence,0.9999166
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,277,445,405,510,building,0.99851894
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,161,423,239,482,building,0.9984732
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,90,19,185,145,building,0.99543726
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,282,0,398,258,building,0.9897573
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,412,401,508,489,building,0.9617964
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,441,18,512,130,building,0.86559474
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d015781_cropped.JPG,411,402,508,492,residence,0.7022293000000001
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,138,19,243,117,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,225,43,331,143,building,1.0
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,187,288,295,380,building,0.99999666
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,309,301,393,387,building,0.9999947
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,326,58,423,139,residence,0.99979675
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,413,69,505,162,residence,0.99977344
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,412,69,505,162,building,0.999218
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,0,28,53,123,building,0.99637294
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,0,173,192,369,building,0.99484754
makati_cbd,/content/satellite_images_cropped/zm128m_lat14d552103_lon121d016969_cropped.JPG,55,15,138,103,building,0.98412997
